"","dig_code","dig_desc","variable","inv_12"
"1958","721000","Accommodation","F07N00",""
"1959","722110","Full-service restaurants","F07N00",""
"1960","722211","Limited-service restaurants","F07N00",""
"1961","722A00","All other food and drinking places","F07N00",""
"1962","811100","Automotive repair and maintenance","F07N00",""
"1963","811200","Electronic and precision equipment repair and maintenance","F07N00",""
"1964","811300","Commercial and industrial machinery and equipment repair and maintenance","F07N00",""
"1965","811400","Personal and household goods repair and maintenance","F07N00",""
"1966","812100","Personal care services","F07N00",""
"1967","812200","Death care services","F07N00",""
"1968","812300","Dry-cleaning and laundry services","F07N00",""
"1969","812900","Other personal services","F07N00",""
"1970","813100","Religious organizations","F07N00",""
"1971","813A00","Grantmaking, giving, and social advocacy organizations","F07N00",""
"1972","813B00","Civic, social, professional, and similar organizations","F07N00",""
"1973","814000","Private households","F07N00",""
"1974","S00500","Federal general government (defense)","F07N00",""
"1975","S00600","Federal general government (nondefense)","F07N00",""
"1976","491000","Postal service","F07N00",""
"1977","S00102","Other federal government enterprises","F07N00",""
"1978","GSLGE","State and local government educational services","F07N00",""
"1979","GSLGH","State and local government hospitals and health services","F07N00",""
"1980","GSLGO","State and local government other services","F07N00",""
"1981","S00203","Other state and local government enterprises","F07N00",""
"1982","S00401","Scrap","F07N00",""
"1983","S00402","Used and secondhand goods","F07N00",""
"1984","S00300","Noncomparable imports","F07N00",""
"1985","S00900","Rest of the world adjustment","F07N00",""
"1986","1111A0","Oilseed farming","F07S00",""
"1987","1111B0","Grain farming","F07S00",""
"1988","111200","Vegetable and melon farming","F07S00",""
"1989","111300","Fruit and tree nut farming","F07S00",""
"1990","111400","Greenhouse, nursery, and floriculture production","F07S00",""
"1991","111900","Other crop farming","F07S00",""
"1992","112120","Dairy cattle and milk production","F07S00",""
"1993","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F07S00",""
"1994","112300","Poultry and egg production","F07S00",""
"1995","112A00","Animal production, except cattle and poultry and eggs","F07S00",""
"1996","113000","Forestry and logging","F07S00",""
"1997","114000","Fishing, hunting and trapping","F07S00",""
"1998","115000","Support activities for agriculture and forestry","F07S00",""
"1999","211000","Oil and gas extraction","F07S00",""
"2000","212100","Coal mining","F07S00",""
"2001","212230","Copper, nickel, lead, and zinc mining","F07S00",""
"2002","2122A0","Iron, gold, silver, and other metal ore mining","F07S00",""
"2003","212310","Stone mining and quarrying","F07S00",""
"2004","2123A0","Other nonmetallic mineral mining and quarrying","F07S00",""
"2005","213111","Drilling oil and gas wells","F07S00",""
"2006","21311A","Other support activities for mining","F07S00",""
"2007","221100","Electric power generation, transmission, and distribution","F07S00",""
"2008","221200","Natural gas distribution","F07S00",""
"2009","221300","Water, sewage and other systems","F07S00",""
"2010","233210","Health care structures","F07S00","3,286"
"2011","233262","Educational and vocational structures","F07S00","1,252"
"2012","230301","Nonresidential maintenance and repair","F07S00",""
"2013","230302","Residential maintenance and repair","F07S00",""
"2014","2332A0","Office and commercial structures","F07S00","3,440"
"2015","233412","Multifamily residential structures","F07S00",""
"2016","2334A0","Other residential structures","F07S00",""
"2017","233230","Manufacturing structures","F07S00","1,181"
"2018","2332D0","Other nonresidential structures","F07S00","3,543"
"2019","233240","Power and communication structures","F07S00","308"
"2020","233411","Single-family residential structures","F07S00",""
"2021","2332C0","Transportation structures and highways and streets","F07S00","1,833"
"2022","321100","Sawmills and wood preservation","F07S00",""
"2023","321200","Veneer, plywood, and engineered wood product manufacturing","F07S00",""
"2024","321910","Millwork","F07S00",""
"2025","3219A0","All other wood product manufacturing","F07S00",""
"2026","327100","Clay product and refractory manufacturing","F07S00",""
"2027","327200","Glass and glass product manufacturing","F07S00",""
"2028","327310","Cement manufacturing","F07S00",""
"2029","327320","Ready-mix concrete manufacturing","F07S00",""
"2030","327330","Concrete pipe, brick, and block manufacturing","F07S00",""
"2031","327390","Other concrete product manufacturing","F07S00",""
"2032","327400","Lime and gypsum product manufacturing","F07S00",""
"2033","327910","Abrasive product manufacturing","F07S00",""
"2034","327991","Cut stone and stone product manufacturing","F07S00",""
"2035","327992","Ground or treated mineral and earth manufacturing","F07S00",""
"2036","327993","Mineral wool manufacturing","F07S00",""
"2037","327999","Miscellaneous nonmetallic mineral products","F07S00",""
"2038","331110","Iron and steel mills and ferroalloy manufacturing","F07S00",""
"2039","331200","Steel product manufacturing from purchased steel","F07S00",""
"2040","331313","Alumina refining and primary aluminum production","F07S00",""
"2041","33131B","Aluminum product manufacturing from purchased aluminum","F07S00",""
"2042","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","F07S00",""
"2043","331420","Copper rolling, drawing, extruding and alloying","F07S00",""
"2044","331490","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","F07S00",""
"2045","331510","Ferrous metal foundries","F07S00",""
"2046","331520","Nonferrous metal foundries","F07S00",""
"2047","332114","Custom roll forming","F07S00",""
"2048","33211A","All other forging, stamping, and sintering","F07S00",""
"2049","332119","Metal crown, closure, and other metal stamping (except automotive)","F07S00",""
"2050","332200","Cutlery and handtool manufacturing","F07S00",""
"2051","332310","Plate work and fabricated structural product manufacturing","F07S00",""
"2052","332320","Ornamental and architectural metal products manufacturing","F07S00",""
"2053","332410","Power boiler and heat exchanger manufacturing","F07S00",""
"2054","332420","Metal tank (heavy gauge) manufacturing","F07S00",""
"2055","332430","Metal can, box, and other metal container (light gauge) manufacturing","F07S00",""
"2056","332500","Hardware manufacturing","F07S00",""
"2057","332600","Spring and wire product manufacturing","F07S00",""
"2058","332710","Machine shops","F07S00",""
"2059","332720","Turned product and screw, nut, and bolt manufacturing","F07S00",""
"2060","332800","Coating, engraving, heat treating and allied activities","F07S00",""
"2061","332913","Plumbing fixture fitting and trim manufacturing","F07S00",""
"2062","33291A","Valve and fittings other than plumbing","F07S00",""
"2063","332991","Ball and roller bearing manufacturing","F07S00",""
"2064","332996","Fabricated pipe and pipe fitting manufacturing","F07S00",""
"2065","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F07S00",""
"2066","332999","Other fabricated metal manufacturing","F07S00",""
"2067","333111","Farm machinery and equipment manufacturing","F07S00",""
"2068","333112","Lawn and garden equipment manufacturing","F07S00",""
"2069","333120","Construction machinery manufacturing","F07S00",""
"2070","333130","Mining and oil and gas field machinery manufacturing","F07S00",""
"2071","333242","Semiconductor machinery manufacturing","F07S00",""
"2072","33329A","Other industrial machinery manufacturing","F07S00",""
"2073","333314","Optical instrument and lens manufacturing","F07S00",""
"2074","333316","Photographic and photocopying equipment manufacturing","F07S00",""
"2075","333318","Other commercial and service industry machinery manufacturing","F07S00",""
"2076","333414","Heating equipment (except warm air furnaces) manufacturing","F07S00",""
"2077","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F07S00",""
"2078","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F07S00",""
"2079","333511","Industrial mold manufacturing","F07S00",""
"2080","333514","Special tool, die, jig, and fixture manufacturing","F07S00",""
"2081","333517","Machine tool manufacturing","F07S00",""
"2082","33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing","F07S00",""
"2083","333611","Turbine and turbine generator set units manufacturing","F07S00",""
"2084","333612","Speed changer, industrial high-speed drive, and gear manufacturing","F07S00",""
"2085","333613","Mechanical power transmission equipment manufacturing","F07S00",""
"2086","333618","Other engine equipment manufacturing","F07S00",""
"2087","333912","Air and gas compressor manufacturing","F07S00",""
"2088","33391A","Pump and pumping equipment manufacturing","F07S00",""
"2089","333920","Material handling equipment manufacturing","F07S00",""
"2090","333991","Power-driven handtool manufacturing","F07S00",""
"2091","333993","Packaging machinery manufacturing","F07S00",""
"2092","333994","Industrial process furnace and oven manufacturing","F07S00",""
"2093","33399A","Other general purpose machinery manufacturing","F07S00",""
"2094","33399B","Fluid power process machinery","F07S00",""
"2095","334111","Electronic computer manufacturing","F07S00",""
"2096","334112","Computer storage device manufacturing","F07S00",""
"2097","334118","Computer terminals and other computer peripheral equipment manufacturing","F07S00",""
"2098","334210","Telephone apparatus manufacturing","F07S00",""
"2099","334220","Broadcast and wireless communications equipment","F07S00",""
"2100","334290","Other communications equipment manufacturing","F07S00",""
"2101","334413","Semiconductor and related device manufacturing","F07S00",""
"2102","334418","Printed circuit assembly (electronic assembly) manufacturing","F07S00",""
"2103","33441A","Other electronic component manufacturing","F07S00",""
"2104","334510","Electromedical and electrotherapeutic apparatus manufacturing","F07S00",""
"2105","334511","Search, detection, and navigation instruments manufacturing","F07S00",""
"2106","334512","Automatic environmental control manufacturing","F07S00",""
"2107","334513","Industrial process variable instruments manufacturing","F07S00",""
"2108","334514","Totalizing fluid meter and counting device manufacturing","F07S00",""
"2109","334515","Electricity and signal testing instruments manufacturing","F07S00",""
"2110","334516","Analytical laboratory instrument manufacturing","F07S00",""
"2111","334517","Irradiation apparatus manufacturing","F07S00",""
"2112","33451A","Watch, clock, and other measuring and controlling device manufacturing","F07S00",""
"2113","334300","Audio and video equipment manufacturing","F07S00",""
"2114","334610","Manufacturing and reproducing magnetic and optical media","F07S00",""
"2115","335110","Electric lamp bulb and part manufacturing","F07S00",""
"2116","335120","Lighting fixture manufacturing","F07S00",""
"2117","335210","Small electrical appliance manufacturing","F07S00",""
"2118","335221","Household cooking appliance manufacturing","F07S00",""
"2119","335222","Household refrigerator and home freezer manufacturing","F07S00",""
"2120","335224","Household laundry equipment manufacturing","F07S00",""
"2121","335228","Other major household appliance manufacturing","F07S00",""
"2122","335311","Power, distribution, and specialty transformer manufacturing","F07S00",""
"2123","335312","Motor and generator manufacturing","F07S00",""
"2124","335313","Switchgear and switchboard apparatus manufacturing","F07S00",""
"2125","335314","Relay and industrial control manufacturing","F07S00",""
"2126","335911","Storage battery manufacturing","F07S00",""
"2127","335912","Primary battery manufacturing","F07S00",""
"2128","335920","Communication and energy wire and cable manufacturing","F07S00",""
"2129","335930","Wiring device manufacturing","F07S00",""
"2130","335991","Carbon and graphite product manufacturing","F07S00",""
"2131","335999","All other miscellaneous electrical equipment and component manufacturing","F07S00",""
"2132","336111","Automobile manufacturing","F07S00",""
"2133","336112","Light truck and utility vehicle manufacturing","F07S00",""
"2134","336120","Heavy duty truck manufacturing","F07S00",""
"2135","336211","Motor vehicle body manufacturing","F07S00",""
"2136","336212","Truck trailer manufacturing","F07S00",""
"2137","336213","Motor home manufacturing","F07S00",""
"2138","336214","Travel trailer and camper manufacturing","F07S00",""
"2139","336310","Motor vehicle gasoline engine and engine parts manufacturing","F07S00",""
"2140","336320","Motor vehicle electrical and electronic equipment manufacturing","F07S00",""
"2141","336350","Motor vehicle transmission and power train parts manufacturing","F07S00",""
"2142","336360","Motor vehicle seating and interior trim manufacturing","F07S00",""
"2143","336370","Motor vehicle metal stamping","F07S00",""
"2144","336390","Other Motor Vehicle Parts Manufacturing","F07S00",""
"2145","3363A0","Motor vehicle steering, suspension component (except spring), and brake systems manufacturing","F07S00",""
"2146","336411","Aircraft manufacturing","F07S00",""
"2147","336412","Aircraft engine and engine parts manufacturing","F07S00",""
"2148","336413","Other aircraft parts and auxiliary equipment manufacturing","F07S00",""
"2149","336414","Guided missile and space vehicle manufacturing","F07S00",""
"2150","33641A","Propulsion units and parts for space vehicles and guided missiles","F07S00",""
"2151","336500","Railroad rolling stock manufacturing","F07S00",""
"2152","336611","Ship building and repairing","F07S00",""
"2153","336612","Boat building","F07S00",""
"2154","336991","Motorcycle, bicycle, and parts manufacturing","F07S00",""
"2155","336992","Military armored vehicle, tank, and tank component manufacturing","F07S00",""
"2156","336999","All other transportation equipment manufacturing","F07S00",""
"2157","337110","Wood kitchen cabinet and countertop manufacturing","F07S00",""
"2158","337121","Upholstered household furniture manufacturing","F07S00",""
"2159","337122","Nonupholstered wood household furniture manufacturing","F07S00",""
"2160","337127","Institutional furniture manufacturing","F07S00",""
"2161","33712N","Other household nonupholstered furniture","F07S00",""
"2162","337215","Showcase, partition, shelving, and locker manufacturing","F07S00",""
"2163","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F07S00",""
"2164","337900","Other furniture related product manufacturing","F07S00",""
"2165","339112","Surgical and medical instrument manufacturing","F07S00",""
"2166","339113","Surgical appliance and supplies manufacturing","F07S00",""
"2167","339114","Dental equipment and supplies manufacturing","F07S00",""
"2168","339115","Ophthalmic goods manufacturing","F07S00",""
"2169","339116","Dental laboratories","F07S00",""
"2170","339910","Jewelry and silverware manufacturing","F07S00",""
"2171","339920","Sporting and athletic goods manufacturing","F07S00",""
"2172","339930","Doll, toy, and game manufacturing","F07S00",""
"2173","339940","Office supplies (except paper) manufacturing","F07S00",""
"2174","339950","Sign manufacturing","F07S00",""
"2175","339990","All other miscellaneous manufacturing","F07S00",""
"2176","311111","Dog and cat food manufacturing","F07S00",""
"2177","311119","Other animal food manufacturing","F07S00",""
"2178","311210","Flour milling and malt manufacturing","F07S00",""
"2179","311221","Wet corn milling","F07S00",""
"2180","311225","Fats and oils refining and blending","F07S00",""
"2181","311224","Soybean and other oilseed processing","F07S00",""
"2182","311230","Breakfast cereal manufacturing","F07S00",""
"2183","311300","Sugar and confectionery product manufacturing","F07S00",""
"2184","311410","Frozen food manufacturing","F07S00",""
"2185","311420","Fruit and vegetable canning, pickling, and drying","F07S00",""
"2186","311513","Cheese manufacturing","F07S00",""
"2187","311514","Dry, condensed, and evaporated dairy product manufacturing","F07S00",""
"2188","31151A","Fluid milk and butter manufacturing","F07S00",""
"2189","311520","Ice cream and frozen dessert manufacturing","F07S00",""
"2190","311615","Poultry processing","F07S00",""
"2191","31161A","Animal (except poultry) slaughtering, rendering, and processing","F07S00",""
"2192","311700","Seafood product preparation and packaging","F07S00",""
"2193","311810","Bread and bakery product manufacturing","F07S00",""
"2194","3118A0","Cookie, cracker, pasta, and tortilla manufacturing","F07S00",""
"2195","311910","Snack food manufacturing","F07S00",""
"2196","311920","Coffee and tea manufacturing","F07S00",""
"2197","311930","Flavoring syrup and concentrate manufacturing","F07S00",""
"2198","311940","Seasoning and dressing manufacturing","F07S00",""
"2199","311990","All other food manufacturing","F07S00",""
"2200","312110","Soft drink and ice manufacturing","F07S00",""
"2201","312120","Breweries","F07S00",""
"2202","312130","Wineries","F07S00",""
"2203","312140","Distilleries","F07S00",""
"2204","312200","Tobacco product manufacturing","F07S00",""
"2205","313100","Fiber, yarn, and thread mills","F07S00",""
"2206","313200","Fabric mills","F07S00",""
"2207","313300","Textile and fabric finishing and fabric coating mills","F07S00",""
"2208","314110","Carpet and rug mills","F07S00",""
"2209","314120","Curtain and linen mills","F07S00",""
"2210","314900","Other textile product mills","F07S00",""
"2211","315000","Apparel manufacturing","F07S00",""
"2212","316000","Leather and allied product manufacturing","F07S00",""
"2213","322110","Pulp mills","F07S00",""
"2214","322120","Paper mills","F07S00",""
"2215","322130","Paperboard mills","F07S00",""
"2216","322210","Paperboard container manufacturing","F07S00",""
"2217","322220","Paper Bag and Coated and Treated Paper Manufacturing","F07S00",""
"2218","322230","Stationery product manufacturing","F07S00",""
"2219","322291","Sanitary paper product manufacturing","F07S00",""
"2220","322299","All other converted paper product manufacturing","F07S00",""
"2221","323110","Printing","F07S00",""
"2222","323120","Support activities for printing","F07S00",""
"2223","324110","Petroleum refineries","F07S00",""
"2224","324121","Asphalt paving mixture and block manufacturing","F07S00",""
"2225","324122","Asphalt shingle and coating materials manufacturing","F07S00",""
"2226","324190","Other petroleum and coal products manufacturing","F07S00",""
"2227","325110","Petrochemical manufacturing","F07S00",""
"2228","325120","Industrial gas manufacturing","F07S00",""
"2229","325130","Synthetic dye and pigment manufacturing","F07S00",""
"2230","325180","Other Basic Inorganic Chemical Manufacturing","F07S00",""
"2231","325190","Other basic organic chemical manufacturing","F07S00",""
"2232","325211","Plastics material and resin manufacturing","F07S00",""
"2233","3252A0","Synthetic rubber and artificial and synthetic fibers and filaments manufacturing","F07S00",""
"2234","325411","Medicinal and botanical manufacturing","F07S00",""
"2235","325412","Pharmaceutical preparation manufacturing","F07S00",""
"2236","325413","In-vitro diagnostic substance manufacturing","F07S00",""
"2237","325414","Biological product (except diagnostic) manufacturing","F07S00",""
"2238","325310","Fertilizer manufacturing","F07S00",""
"2239","325320","Pesticide and other agricultural chemical manufacturing","F07S00",""
"2240","325510","Paint and coating manufacturing","F07S00",""
"2241","325520","Adhesive manufacturing","F07S00",""
"2242","325610","Soap and cleaning compound manufacturing","F07S00",""
"2243","325620","Toilet preparation manufacturing","F07S00",""
"2244","325910","Printing ink manufacturing","F07S00",""
"2245","3259A0","All other chemical product and preparation manufacturing","F07S00",""
"2246","326110","Plastics packaging materials and unlaminated film and sheet manufacturing","F07S00",""
"2247","326120","Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing","F07S00",""
"2248","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","F07S00",""
"2249","326140","Polystyrene foam product manufacturing","F07S00",""
"2250","326150","Urethane and other foam product (except polystyrene) manufacturing","F07S00",""
"2251","326160","Plastics bottle manufacturing","F07S00",""
"2252","326190","Other plastics product manufacturing","F07S00",""
"2253","326210","Tire manufacturing","F07S00",""
"2254","326220","Rubber and plastics hoses and belting manufacturing","F07S00",""
"2255","326290","Other rubber product manufacturing","F07S00",""
"2256","423100","Motor vehicle and motor vehicle parts and supplies","F07S00",""
"2257","423400","Professional and commercial equipment and supplies","F07S00",""
"2258","423600","Household appliances and electrical and electronic goods ","F07S00",""
"2259","423800","Machinery, equipment, and supplies","F07S00",""
"2260","423A00","Other durable goods merchant wholesalers","F07S00",""
"2261","424200","Drugs and druggists’ sundries","F07S00",""
"2262","424400","Grocery and related product wholesalers ","F07S00",""
"2263","424700","Petroleum and petroleum products","F07S00",""
"2264","424A00","Other nondurable goods merchant wholesalers","F07S00",""
"2265","425000","Wholesale electronic markets and agents and brokers","F07S00",""
"2266","4200ID","Customs duties","F07S00",""
"2267","454000","Nonstore retailers","F07S00",""
"2268","481000","Air transportation","F07S00",""
"2269","482000","Rail transportation","F07S00",""
"2270","483000","Water transportation","F07S00",""
"2271","484000","Truck transportation","F07S00",""
"2272","485000","Transit and ground passenger transportation","F07S00",""
"2273","486000","Pipeline transportation","F07S00",""
"2274","48A000","Scenic and sightseeing transportation and support activities for transportation","F07S00",""
"2275","492000","Couriers and messengers","F07S00",""
"2276","493000","Warehousing and storage","F07S00",""
"2277","511110","Newspaper publishers","F07S00",""
"2278","511120","Periodical Publishers","F07S00",""
"2279","511130","Book publishers","F07S00",""
"2280","5111A0","Directory, mailing list, and other publishers","F07S00",""
"2281","511200","Software publishers","F07S00",""
"2282","512100","Motion picture and video industries","F07S00",""
"2283","512200","Sound recording industries","F07S00",""
"2284","515100","Radio and television broadcasting","F07S00",""
"2285","515200","Cable and other subscription programming","F07S00",""
"2286","517110","Wired telecommunications carriers","F07S00",""
"2287","517210","Wireless telecommunications carriers (except satellite)","F07S00",""
"2288","517A00","Satellite, telecommunications resellers, and all other telecommunications","F07S00",""
"2289","518200","Data processing, hosting, and related services","F07S00",""
"2290","519130","Internet publishing and broadcasting and Web search portals","F07S00",""
"2291","5191A0","News syndicates, libraries, archives and all other information services","F07S00",""
"2292","522A00","Nondepository credit intermediation and related activities","F07S00",""
"2293","52A000","Monetary authorities and depository credit intermediation","F07S00",""
"2294","523900","Other financial investment activities","F07S00",""
"2295","523A00","Securities and commodity contracts intermediation and brokerage","F07S00",""
"2296","524113","Direct life insurance carriers","F07S00",""
"2297","5241XX","Insurance carriers, except direct life","F07S00",""
"2298","524200","Insurance agencies, brokerages, and related activities","F07S00",""
"2299","525000","Funds, trusts, and other financial vehicles","F07S00",""
"2300","531HSO","Owner-occupied housing","F07S00",""
"2301","531HST","Tenant-occupied housing","F07S00",""
"2302","531ORE","Other real estate","F07S00",""
"2303","532100","Automotive equipment rental and leasing","F07S00",""
"2304","532400","Commercial and industrial machinery and equipment rental and leasing","F07S00",""
"2305","532A00","General and consumer goods rental","F07S00",""
"2306","533000","Lessors of nonfinancial intangible assets","F07S00",""
"2307","541100","Legal services","F07S00",""
"2308","541511","Custom computer programming services","F07S00",""
"2309","541512","Computer systems design services","F07S00",""
"2310","54151A","Other computer related services, including facilities management","F07S00",""
"2311","541200","Accounting, tax preparation, bookkeeping, and payroll services","F07S00",""
"2312","541300","Architectural, engineering, and related services","F07S00",""
"2313","541610","Management consulting services","F07S00",""
"2314","5416A0","Environmental and other technical consulting services","F07S00",""
"2315","541700","Scientific research and development services","F07S00",""
"2316","541800","Advertising, public relations, and related services","F07S00",""
"2317","541400","Specialized design services","F07S00",""
"2318","541920","Photographic services","F07S00",""
"2319","541940","Veterinary services","F07S00",""
"2320","5419A0","All other miscellaneous professional, scientific, and technical services ","F07S00",""
"2321","550000","Management of companies and enterprises","F07S00",""
"2322","561300","Employment services","F07S00",""
"2323","561700","Services to buildings and dwellings","F07S00",""
"2324","561100","Office administrative services","F07S00",""
"2325","561200","Facilities support services","F07S00",""
"2326","561400","Business support services","F07S00",""
"2327","561500","Travel arrangement and reservation services","F07S00",""
"2328","561600","Investigation and security services","F07S00",""
"2329","561900","Other support services","F07S00",""
"2330","562000","Waste management and remediation services","F07S00",""
"2331","611100","Elementary and secondary schools","F07S00",""
"2332","611A00","Junior colleges, colleges, universities, and professional schools","F07S00",""
"2333","611B00","Other educational services","F07S00",""
"2334","621100","Offices of physicians","F07S00",""
"2335","621200","Offices of dentists","F07S00",""
"2336","621300","Offices of other health practitioners","F07S00",""
"2337","621400","Outpatient care centers","F07S00",""
"2338","621500","Medical and diagnostic laboratories","F07S00",""
"2339","621600","Home health care services","F07S00",""
"2340","621900","Other ambulatory health care services","F07S00",""
"2341","622000","Hospitals","F07S00",""
"2342","623A00","Nursing and community care facilities","F07S00",""
"2343","623B00","Residential mental health, substance abuse, and other residential care facilities","F07S00",""
"2344","624100","Individual and family services","F07S00",""
"2345","624400","Child day care services","F07S00",""
"2346","624A00","Community food, housing, and other relief services, including rehabilitation services","F07S00",""
"2347","711100","Performing arts companies","F07S00",""
"2348","711200","Spectator sports","F07S00",""
"2349","711500","Independent artists, writers, and performers","F07S00",""
"2350","711A00","Promoters of performing arts and sports and agents for public figures","F07S00",""
"2351","712000","Museums, historical sites, zoos, and parks","F07S00",""
"2352","713100","Amusement parks and arcades","F07S00",""
"2353","713200","Gambling industries (except casino hotels)","F07S00",""
"2354","713900","Other amusement and recreation industries","F07S00",""
"2355","721000","Accommodation","F07S00",""
"2356","722110","Full-service restaurants","F07S00",""
"2357","722211","Limited-service restaurants","F07S00",""
"2358","722A00","All other food and drinking places","F07S00",""
"2359","811100","Automotive repair and maintenance","F07S00",""
"2360","811200","Electronic and precision equipment repair and maintenance","F07S00",""
"2361","811300","Commercial and industrial machinery and equipment repair and maintenance","F07S00",""
"2362","811400","Personal and household goods repair and maintenance","F07S00",""
"2363","812100","Personal care services","F07S00",""
"2364","812200","Death care services","F07S00",""
"2365","812300","Dry-cleaning and laundry services","F07S00",""
"2366","812900","Other personal services","F07S00",""
"2367","813100","Religious organizations","F07S00",""
"2368","813A00","Grantmaking, giving, and social advocacy organizations","F07S00",""
"2369","813B00","Civic, social, professional, and similar organizations","F07S00",""
"2370","814000","Private households","F07S00",""
"2371","S00500","Federal general government (defense)","F07S00",""
"2372","S00600","Federal general government (nondefense)","F07S00",""
"2373","491000","Postal service","F07S00",""
"2374","S00102","Other federal government enterprises","F07S00",""
"2375","GSLGE","State and local government educational services","F07S00",""
"2376","GSLGH","State and local government hospitals and health services","F07S00",""
"2377","GSLGO","State and local government other services","F07S00",""
"2378","S00203","Other state and local government enterprises","F07S00",""
"2379","S00401","Scrap","F07S00",""
"2380","S00402","Used and secondhand goods","F07S00","-365"
"2381","S00300","Noncomparable imports","F07S00",""
"2382","S00900","Rest of the world adjustment","F07S00",""
"2383","1111A0","Oilseed farming","F10E00",""
"2384","1111B0","Grain farming","F10E00",""
"2385","111200","Vegetable and melon farming","F10E00",""
"2386","111300","Fruit and tree nut farming","F10E00",""
"2387","111400","Greenhouse, nursery, and floriculture production","F10E00",""
"2388","111900","Other crop farming","F10E00",""
"2389","112120","Dairy cattle and milk production","F10E00",""
"2390","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F10E00",""
"2391","112300","Poultry and egg production","F10E00",""
"2392","112A00","Animal production, except cattle and poultry and eggs","F10E00",""
"2393","113000","Forestry and logging","F10E00",""
"2394","114000","Fishing, hunting and trapping","F10E00",""
"2395","115000","Support activities for agriculture and forestry","F10E00",""
"2396","211000","Oil and gas extraction","F10E00",""
"2397","212100","Coal mining","F10E00",""
"2398","212230","Copper, nickel, lead, and zinc mining","F10E00",""
"2399","2122A0","Iron, gold, silver, and other metal ore mining","F10E00",""
"2400","212310","Stone mining and quarrying","F10E00",""
"2401","2123A0","Other nonmetallic mineral mining and quarrying","F10E00",""
"2402","213111","Drilling oil and gas wells","F10E00",""
"2403","21311A","Other support activities for mining","F10E00",""
"2404","221100","Electric power generation, transmission, and distribution","F10E00",""
"2405","221200","Natural gas distribution","F10E00",""
"2406","221300","Water, sewage and other systems","F10E00",""
"2407","233210","Health care structures","F10E00",""
"2408","233262","Educational and vocational structures","F10E00",""
"2409","230301","Nonresidential maintenance and repair","F10E00",""
"2410","230302","Residential maintenance and repair","F10E00",""
"2411","2332A0","Office and commercial structures","F10E00",""
"2412","233412","Multifamily residential structures","F10E00",""
"2413","2334A0","Other residential structures","F10E00",""
"2414","233230","Manufacturing structures","F10E00",""
"2415","2332D0","Other nonresidential structures","F10E00",""
"2416","233240","Power and communication structures","F10E00",""
"2417","233411","Single-family residential structures","F10E00",""
"2418","2332C0","Transportation structures and highways and streets","F10E00",""
"2419","321100","Sawmills and wood preservation","F10E00",""
"2420","321200","Veneer, plywood, and engineered wood product manufacturing","F10E00",""
"2421","321910","Millwork","F10E00",""
"2422","3219A0","All other wood product manufacturing","F10E00",""
"2423","327100","Clay product and refractory manufacturing","F10E00",""
"2424","327200","Glass and glass product manufacturing","F10E00",""
"2425","327310","Cement manufacturing","F10E00",""
"2426","327320","Ready-mix concrete manufacturing","F10E00",""
"2427","327330","Concrete pipe, brick, and block manufacturing","F10E00",""
"2428","327390","Other concrete product manufacturing","F10E00",""
"2429","327400","Lime and gypsum product manufacturing","F10E00",""
"2430","327910","Abrasive product manufacturing","F10E00",""
"2431","327991","Cut stone and stone product manufacturing","F10E00",""
"2432","327992","Ground or treated mineral and earth manufacturing","F10E00",""
"2433","327993","Mineral wool manufacturing","F10E00",""
"2434","327999","Miscellaneous nonmetallic mineral products","F10E00",""
"2435","331110","Iron and steel mills and ferroalloy manufacturing","F10E00",""
"2436","331200","Steel product manufacturing from purchased steel","F10E00",""
"2437","331313","Alumina refining and primary aluminum production","F10E00",""
"2438","33131B","Aluminum product manufacturing from purchased aluminum","F10E00",""
"2439","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","F10E00",""
"2440","331420","Copper rolling, drawing, extruding and alloying","F10E00",""
"2441","331490","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","F10E00",""
"2442","331510","Ferrous metal foundries","F10E00",""
"2443","331520","Nonferrous metal foundries","F10E00",""
"2444","332114","Custom roll forming","F10E00",""
"2445","33211A","All other forging, stamping, and sintering","F10E00",""
"2446","332119","Metal crown, closure, and other metal stamping (except automotive)","F10E00",""
"2447","332200","Cutlery and handtool manufacturing","F10E00","22"
"2448","332310","Plate work and fabricated structural product manufacturing","F10E00",""
"2449","332320","Ornamental and architectural metal products manufacturing","F10E00",""
"2450","332410","Power boiler and heat exchanger manufacturing","F10E00",""
"2451","332420","Metal tank (heavy gauge) manufacturing","F10E00","1"
"2452","332430","Metal can, box, and other metal container (light gauge) manufacturing","F10E00","22"
"2453","332500","Hardware manufacturing","F10E00",""
"2454","332600","Spring and wire product manufacturing","F10E00",""
